,Date,Away,AwayPoints,Home,HomePoints,HomeAbbreviation,AwayAbbreviation,GameUrl,A_Team,B_Team,Winner,PointDifferential
712,2025-02-01,Phoenix Suns,108,Portland Trail Blazers,127,POR,PHO,https://www.basketball-reference.com/boxscores/202502010POR.html,Phoenix Suns,Portland Trail Blazers,Home,19
713,2025-02-02,Chicago Bulls,119,Detroit Pistons,127,DET,CHI,https://www.basketball-reference.com/boxscores/202502020DET.html,Chicago Bulls,Detroit Pistons,Home,8
714,2025-02-02,Dallas Mavericks,101,Cleveland Cavaliers,144,CLE,DAL,https://www.basketball-reference.com/boxscores/202502020CLE.html,Cleveland Cavaliers,Dallas Mavericks,Home,43
715,2025-02-02,Los Angeles Clippers,108,Toronto Raptors,115,TOR,LAC,https://www.basketball-reference.com/boxscores/202502020TOR.html,Los Angeles Clippers,Toronto Raptors,Home,7
716,2025-02-02,Boston Celtics,118,Philadelphia 76ers,110,PHI,BOS,https://www.basketball-reference.com/boxscores/202502020PHI.html,Boston Celtics,Philadelphia 76ers,Away,-8
717,2025-02-02,Memphis Grizzlies,132,Milwaukee Bucks,119,MIL,MEM,https://www.basketball-reference.com/boxscores/202502020MIL.html,Memphis Grizzlies,Milwaukee Bucks,Away,-13
718,2025-02-03,Washington Wizards,124,Charlotte Hornets,114,CHO,WAS,https://www.basketball-reference.com/boxscores/202502030CHO.html,Charlotte Hornets,Washington Wizards,Away,-10
719,2025-02-03,Atlanta Hawks,132,Detroit Pistons,130,DET,ATL,https://www.basketball-reference.com/boxscores/202502030DET.html,Atlanta Hawks,Detroit Pistons,Away,-2
720,2025-02-03,Houston Rockets,118,New York Knicks,124,NYK,HOU,https://www.basketball-reference.com/boxscores/202502030NYK.html,Houston Rockets,New York Knicks,Home,6
721,2025-02-03,San Antonio Spurs,109,Memphis Grizzlies,128,MEM,SAS,https://www.basketball-reference.com/boxscores/202502030MEM.html,Memphis Grizzlies,San Antonio Spurs,Home,19
722,2025-02-03,Sacramento Kings,116,Minnesota Timberwolves,114,MIN,SAC,https://www.basketball-reference.com/boxscores/202502030MIN.html,Minnesota Timberwolves,Sacramento Kings,Away,-2
723,2025-02-03,Milwaukee Bucks,96,Oklahoma City Thunder,125,OKC,MIL,https://www.basketball-reference.com/boxscores/202502030OKC.html,Milwaukee Bucks,Oklahoma City Thunder,Home,29
724,2025-02-03,New Orleans Pelicans,113,Denver Nuggets,125,DEN,NOP,https://www.basketball-reference.com/boxscores/202502030DEN.html,Denver Nuggets,New Orleans Pelicans,Home,12
725,2025-02-03,Indiana Pacers,112,Utah Jazz,111,UTA,IND,https://www.basketball-reference.com/boxscores/202502030UTA.html,Indiana Pacers,Utah Jazz,Away,-1
726,2025-02-03,Orlando Magic,99,Golden State Warriors,104,GSW,ORL,https://www.basketball-reference.com/boxscores/202502030GSW.html,Golden State Warriors,Orlando Magic,Home,5
727,2025-02-03,Phoenix Suns,119,Portland Trail Blazers,121,POR,PHO,https://www.basketball-reference.com/boxscores/202502030POR.html,Phoenix Suns,Portland Trail Blazers,Home,2
728,2025-02-04,Dallas Mavericks,116,Philadelphia 76ers,118,PHI,DAL,https://www.basketball-reference.com/boxscores/202502040PHI.html,Dallas Mavericks,Philadelphia 76ers,Home,2
729,2025-02-04,Houston Rockets,97,Brooklyn Nets,99,BRK,HOU,https://www.basketball-reference.com/boxscores/202502040BRK.html,Brooklyn Nets,Houston Rockets,Home,2
730,2025-02-04,Boston Celtics,112,Cleveland Cavaliers,105,CLE,BOS,https://www.basketball-reference.com/boxscores/202502040CLE.html,Boston Celtics,Cleveland Cavaliers,Away,-7
731,2025-02-04,New York Knicks,121,Toronto Raptors,115,TOR,NYK,https://www.basketball-reference.com/boxscores/202502040TOR.html,New York Knicks,Toronto Raptors,Away,-6
732,2025-02-04,Miami Heat,124,Chicago Bulls,133,CHI,MIA,https://www.basketball-reference.com/boxscores/202502040CHI.html,Chicago Bulls,Miami Heat,Home,9
733,2025-02-04,Los Angeles Lakers,122,Los Angeles Clippers,97,LAC,LAL,https://www.basketball-reference.com/boxscores/202502040LAC.html,Los Angeles Clippers,Los Angeles Lakers,Away,-25
734,2025-02-04,Indiana Pacers,89,Portland Trail Blazers,112,POR,IND,https://www.basketball-reference.com/boxscores/202502040POR.html,Indiana Pacers,Portland Trail Blazers,Home,23
735,2025-02-05,San Antonio Spurs,126,Atlanta Hawks,125,ATL,SAS,https://www.basketball-reference.com/boxscores/202502050ATL.html,Atlanta Hawks,San Antonio Spurs,Away,-1
736,2025-02-05,Milwaukee Bucks,112,Charlotte Hornets,102,CHO,MIL,https://www.basketball-reference.com/boxscores/202502050CHO.html,Charlotte Hornets,Milwaukee Bucks,Away,-10
737,2025-02-05,Cleveland Cavaliers,118,Detroit Pistons,115,DET,CLE,https://www.basketball-reference.com/boxscores/202502050DET.html,Cleveland Cavaliers,Detroit Pistons,Away,-3
738,2025-02-05,Washington Wizards,119,Brooklyn Nets,102,BRK,WAS,https://www.basketball-reference.com/boxscores/202502050BRK.html,Brooklyn Nets,Washington Wizards,Away,-17
739,2025-02-05,Miami Heat,108,Philadelphia 76ers,101,PHI,MIA,https://www.basketball-reference.com/boxscores/202502050PHI.html,Miami Heat,Philadelphia 76ers,Away,-7
740,2025-02-05,Memphis Grizzlies,138,Toronto Raptors,107,TOR,MEM,https://www.basketball-reference.com/boxscores/202502050TOR.html,Memphis Grizzlies,Toronto Raptors,Away,-31
741,2025-02-05,Chicago Bulls,108,Minnesota Timberwolves,127,MIN,CHI,https://www.basketball-reference.com/boxscores/202502050MIN.html,Chicago Bulls,Minnesota Timberwolves,Home,19
742,2025-02-05,New Orleans Pelicans,119,Denver Nuggets,144,DEN,NOP,https://www.basketball-reference.com/boxscores/202502050DEN.html,Denver Nuggets,New Orleans Pelicans,Home,25
743,2025-02-05,Golden State Warriors,128,Utah Jazz,131,UTA,GSW,https://www.basketball-reference.com/boxscores/202502050UTA.html,Golden State Warriors,Utah Jazz,Home,3
744,2025-02-05,Phoenix Suns,109,Oklahoma City Thunder,140,OKC,PHO,https://www.basketball-reference.com/boxscores/202502050OKC.html,Oklahoma City Thunder,Phoenix Suns,Home,31
745,2025-02-05,Orlando Magic,130,Sacramento Kings,111,SAC,ORL,https://www.basketball-reference.com/boxscores/202502050SAC.html,Orlando Magic,Sacramento Kings,Away,-19
746,2025-02-06,Dallas Mavericks,127,Boston Celtics,120,BOS,DAL,https://www.basketball-reference.com/boxscores/202502060BOS.html,Boston Celtics,Dallas Mavericks,Away,-7
747,2025-02-06,Houston Rockets,114,Minnesota Timberwolves,127,MIN,HOU,https://www.basketball-reference.com/boxscores/202502060MIN.html,Houston Rockets,Minnesota Timberwolves,Home,13
748,2025-02-06,Orlando Magic,90,Denver Nuggets,112,DEN,ORL,https://www.basketball-reference.com/boxscores/202502060DEN.html,Denver Nuggets,Orlando Magic,Home,22
749,2025-02-06,Golden State Warriors,112,Los Angeles Lakers,120,LAL,GSW,https://www.basketball-reference.com/boxscores/202502060LAL.html,Golden State Warriors,Los Angeles Lakers,Home,8
750,2025-02-06,Sacramento Kings,102,Portland Trail Blazers,108,POR,SAC,https://www.basketball-reference.com/boxscores/202502060POR.html,Portland Trail Blazers,Sacramento Kings,Home,6
751,2025-02-06,Indiana Pacers,119,Los Angeles Clippers,112,LAC,IND,https://www.basketball-reference.com/boxscores/202502060LAC.html,Indiana Pacers,Los Angeles Clippers,Away,-7
752,2025-02-07,San Antonio Spurs,116,Charlotte Hornets,117,CHO,SAS,https://www.basketball-reference.com/boxscores/202502070CHO.html,Charlotte Hornets,San Antonio Spurs,Home,1
753,2025-02-07,Cleveland Cavaliers,134,Washington Wizards,124,WAS,CLE,https://www.basketball-reference.com/boxscores/202502070WAS.html,Cleveland Cavaliers,Washington Wizards,Away,-10
754,2025-02-07,Milwaukee Bucks,110,Atlanta Hawks,115,ATL,MIL,https://www.basketball-reference.com/boxscores/202502070ATL.html,Atlanta Hawks,Milwaukee Bucks,Home,5
755,2025-02-07,Miami Heat,86,Brooklyn Nets,102,BRK,MIA,https://www.basketball-reference.com/boxscores/202502070BRK.html,Brooklyn Nets,Miami Heat,Home,16
756,2025-02-07,Philadelphia 76ers,112,Detroit Pistons,125,DET,PHI,https://www.basketball-reference.com/boxscores/202502070DET.html,Detroit Pistons,Philadelphia 76ers,Home,13
757,2025-02-07,Toronto Raptors,109,Oklahoma City Thunder,121,OKC,TOR,https://www.basketball-reference.com/boxscores/202502070OKC.html,Oklahoma City Thunder,Toronto Raptors,Home,12
758,2025-02-07,Utah Jazz,127,Phoenix Suns,135,PHO,UTA,https://www.basketball-reference.com/boxscores/202502070PHO.html,Phoenix Suns,Utah Jazz,Home,8
759,2025-02-08,Houston Rockets,105,Dallas Mavericks,116,DAL,HOU,https://www.basketball-reference.com/boxscores/202502080DAL.html,Dallas Mavericks,Houston Rockets,Home,11
760,2025-02-08,Indiana Pacers,117,Los Angeles Lakers,124,LAL,IND,https://www.basketball-reference.com/boxscores/202502080LAL.html,Indiana Pacers,Los Angeles Lakers,Home,7
761,2025-02-08,San Antonio Spurs,111,Orlando Magic,112,ORL,SAS,https://www.basketball-reference.com/boxscores/202502080ORL.html,Orlando Magic,San Antonio Spurs,Home,1
762,2025-02-08,Atlanta Hawks,125,Washington Wizards,111,WAS,ATL,https://www.basketball-reference.com/boxscores/202502080WAS.html,Atlanta Hawks,Washington Wizards,Away,-14
763,2025-02-08,Golden State Warriors,132,Chicago Bulls,111,CHI,GSW,https://www.basketball-reference.com/boxscores/202502080CHI.html,Chicago Bulls,Golden State Warriors,Away,-21
764,2025-02-08,Oklahoma City Thunder,125,Memphis Grizzlies,112,MEM,OKC,https://www.basketball-reference.com/boxscores/202502080MEM.html,Memphis Grizzlies,Oklahoma City Thunder,Away,-13
765,2025-02-08,Portland Trail Blazers,98,Minnesota Timberwolves,114,MIN,POR,https://www.basketball-reference.com/boxscores/202502080MIN.html,Minnesota Timberwolves,Portland Trail Blazers,Home,16
766,2025-02-08,Boston Celtics,131,New York Knicks,104,NYK,BOS,https://www.basketball-reference.com/boxscores/202502080NYK.html,Boston Celtics,New York Knicks,Away,-27
767,2025-02-08,Denver Nuggets,122,Phoenix Suns,105,PHO,DEN,https://www.basketball-reference.com/boxscores/202502080PHO.html,Denver Nuggets,Phoenix Suns,Away,-17
768,2025-02-08,New Orleans Pelicans,118,Sacramento Kings,123,SAC,NOP,https://www.basketball-reference.com/boxscores/202502080SAC.html,New Orleans Pelicans,Sacramento Kings,Home,5
769,2025-02-08,Utah Jazz,110,Los Angeles Clippers,130,LAC,UTA,https://www.basketball-reference.com/boxscores/202502080LAC.html,Los Angeles Clippers,Utah Jazz,Home,20
770,2025-02-09,Charlotte Hornets,102,Detroit Pistons,112,DET,CHO,https://www.basketball-reference.com/boxscores/202502090DET.html,Charlotte Hornets,Detroit Pistons,Home,10
771,2025-02-09,Toronto Raptors,87,Houston Rockets,94,HOU,TOR,https://www.basketball-reference.com/boxscores/202502090HOU.html,Houston Rockets,Toronto Raptors,Home,7
772,2025-02-09,Philadelphia 76ers,127,Milwaukee Bucks,135,MIL,PHI,https://www.basketball-reference.com/boxscores/202502090MIL.html,Milwaukee Bucks,Philadelphia 76ers,Home,8
773,2025-02-10,Minnesota Timberwolves,107,Cleveland Cavaliers,128,CLE,MIN,https://www.basketball-reference.com/boxscores/202502100CLE.html,Cleveland Cavaliers,Minnesota Timberwolves,Home,21
774,2025-02-10,Atlanta Hawks,112,Orlando Magic,106,ORL,ATL,https://www.basketball-reference.com/boxscores/202502100ORL.html,Atlanta Hawks,Orlando Magic,Away,-6
775,2025-02-10,San Antonio Spurs,131,Washington Wizards,121,WAS,SAS,https://www.basketball-reference.com/boxscores/202502100WAS.html,San Antonio Spurs,Washington Wizards,Away,-10
776,2025-02-10,Charlotte Hornets,89,Brooklyn Nets,97,BRK,CHO,https://www.basketball-reference.com/boxscores/202502100BRK.html,Brooklyn Nets,Charlotte Hornets,Home,8
777,2025-02-10,Boston Celtics,103,Miami Heat,85,MIA,BOS,https://www.basketball-reference.com/boxscores/202502100MIA.html,Boston Celtics,Miami Heat,Away,-18
778,2025-02-10,Golden State Warriors,125,Milwaukee Bucks,111,MIL,GSW,https://www.basketball-reference.com/boxscores/202502100MIL.html,Golden State Warriors,Milwaukee Bucks,Away,-14
779,2025-02-10,New Orleans Pelicans,101,Oklahoma City Thunder,137,OKC,NOP,https://www.basketball-reference.com/boxscores/202502100OKC.html,New Orleans Pelicans,Oklahoma City Thunder,Home,36
780,2025-02-10,Sacramento Kings,129,Dallas Mavericks,128,DAL,SAC,https://www.basketball-reference.com/boxscores/202502100DAL.html,Dallas Mavericks,Sacramento Kings,Away,-1
781,2025-02-10,Portland Trail Blazers,117,Denver Nuggets,146,DEN,POR,https://www.basketball-reference.com/boxscores/202502100DEN.html,Denver Nuggets,Portland Trail Blazers,Home,29
782,2025-02-10,Utah Jazz,113,Los Angeles Lakers,132,LAL,UTA,https://www.basketball-reference.com/boxscores/202502100LAL.html,Los Angeles Lakers,Utah Jazz,Home,19
783,2025-02-11,Toronto Raptors,106,Philadelphia 76ers,103,PHI,TOR,https://www.basketball-reference.com/boxscores/202502110PHI.html,Philadelphia 76ers,Toronto Raptors,Away,-3
784,2025-02-11,New York Knicks,128,Indiana Pacers,115,IND,NYK,https://www.basketball-reference.com/boxscores/202502110IND.html,Indiana Pacers,New York Knicks,Away,-13
785,2025-02-11,Detroit Pistons,132,Chicago Bulls,92,CHI,DET,https://www.basketball-reference.com/boxscores/202502110CHI.html,Chicago Bulls,Detroit Pistons,Away,-40
786,2025-02-11,Memphis Grizzlies,119,Phoenix Suns,112,PHO,MEM,https://www.basketball-reference.com/boxscores/202502110PHO.html,Memphis Grizzlies,Phoenix Suns,Away,-7
787,2025-02-12,San Antonio Spurs,103,Boston Celtics,116,BOS,SAS,https://www.basketball-reference.com/boxscores/202502120BOS.html,Boston Celtics,San Antonio Spurs,Home,13
788,2025-02-12,Charlotte Hornets,86,Orlando Magic,102,ORL,CHO,https://www.basketball-reference.com/boxscores/202502120ORL.html,Charlotte Hornets,Orlando Magic,Home,16
789,2025-02-12,Indiana Pacers,134,Washington Wizards,130,WAS,IND,https://www.basketball-reference.com/boxscores/202502120WAS.html,Indiana Pacers,Washington Wizards,Away,-4
790,2025-02-12,Philadelphia 76ers,96,Brooklyn Nets,100,BRK,PHI,https://www.basketball-reference.com/boxscores/202502120BRK.html,Brooklyn Nets,Philadelphia 76ers,Home,4
791,2025-02-12,Atlanta Hawks,148,New York Knicks,149,NYK,ATL,https://www.basketball-reference.com/boxscores/202502120NYK.html,Atlanta Hawks,New York Knicks,Home,1
792,2025-02-12,Cleveland Cavaliers,131,Toronto Raptors,108,TOR,CLE,https://www.basketball-reference.com/boxscores/202502120TOR.html,Cleveland Cavaliers,Toronto Raptors,Away,-23
793,2025-02-12,Detroit Pistons,128,Chicago Bulls,110,CHI,DET,https://www.basketball-reference.com/boxscores/202502120CHI.html,Chicago Bulls,Detroit Pistons,Away,-18
794,2025-02-12,Milwaukee Bucks,103,Minnesota Timberwolves,101,MIN,MIL,https://www.basketball-reference.com/boxscores/202502120MIN.html,Milwaukee Bucks,Minnesota Timberwolves,Away,-2
795,2025-02-12,Sacramento Kings,119,New Orleans Pelicans,111,NOP,SAC,https://www.basketball-reference.com/boxscores/202502120NOP.html,New Orleans Pelicans,Sacramento Kings,Away,-8
796,2025-02-12,Miami Heat,101,Oklahoma City Thunder,115,OKC,MIA,https://www.basketball-reference.com/boxscores/202502120OKC.html,Miami Heat,Oklahoma City Thunder,Home,14
797,2025-02-12,Phoenix Suns,111,Houston Rockets,119,HOU,PHO,https://www.basketball-reference.com/boxscores/202502120HOU.html,Houston Rockets,Phoenix Suns,Home,8
798,2025-02-12,Portland Trail Blazers,121,Denver Nuggets,132,DEN,POR,https://www.basketball-reference.com/boxscores/202502120DEN.html,Denver Nuggets,Portland Trail Blazers,Home,11
799,2025-02-12,Los Angeles Lakers,119,Utah Jazz,131,UTA,LAL,https://www.basketball-reference.com/boxscores/202502120UTA.html,Los Angeles Lakers,Utah Jazz,Home,12
800,2025-02-12,Golden State Warriors,107,Dallas Mavericks,111,DAL,GSW,https://www.basketball-reference.com/boxscores/202502120DAL.html,Dallas Mavericks,Golden State Warriors,Home,4
801,2025-02-12,Memphis Grizzlies,114,Los Angeles Clippers,128,LAC,MEM,https://www.basketball-reference.com/boxscores/202502120LAC.html,Los Angeles Clippers,Memphis Grizzlies,Home,14
802,2025-02-13,Golden State Warriors,105,Houston Rockets,98,HOU,GSW,https://www.basketball-reference.com/boxscores/202502130HOU.html,Golden State Warriors,Houston Rockets,Away,-7
803,2025-02-13,Sacramento Kings,133,New Orleans Pelicans,140,NOP,SAC,https://www.basketball-reference.com/boxscores/202502130NOP.html,New Orleans Pelicans,Sacramento Kings,Home,7
804,2025-02-13,Miami Heat,113,Dallas Mavericks,118,DAL,MIA,https://www.basketball-reference.com/boxscores/202502130DAL.html,Dallas Mavericks,Miami Heat,Home,5
805,2025-02-13,Oklahoma City Thunder,101,Minnesota Timberwolves,116,MIN,OKC,https://www.basketball-reference.com/boxscores/202502130MIN.html,Minnesota Timberwolves,Oklahoma City Thunder,Home,15
806,2025-02-13,Los Angeles Clippers,120,Utah Jazz,116,UTA,LAC,https://www.basketball-reference.com/boxscores/202502130UTA.html,Los Angeles Clippers,Utah Jazz,Away,-4
807,2025-02-19,Charlotte Hornets,100,Los Angeles Lakers,97,LAL,CHO,https://www.basketball-reference.com/boxscores/202502190LAL.html,Charlotte Hornets,Los Angeles Lakers,Away,-3
808,2025-02-20,Memphis Grizzlies,113,Indiana Pacers,127,IND,MEM,https://www.basketball-reference.com/boxscores/202502200IND.html,Indiana Pacers,Memphis Grizzlies,Home,14
809,2025-02-20,Boston Celtics,124,Philadelphia 76ers,104,PHI,BOS,https://www.basketball-reference.com/boxscores/202502200PHI.html,Boston Celtics,Philadelphia 76ers,Away,-20
810,2025-02-20,Orlando Magic,114,Atlanta Hawks,108,ATL,ORL,https://www.basketball-reference.com/boxscores/202502200ATL.html,Atlanta Hawks,Orlando Magic,Away,-6
811,2025-02-20,Cleveland Cavaliers,110,Brooklyn Nets,97,BRK,CLE,https://www.basketball-reference.com/boxscores/202502200BRK.html,Brooklyn Nets,Cleveland Cavaliers,Away,-13
812,2025-02-20,Chicago Bulls,111,New York Knicks,113,NYK,CHI,https://www.basketball-reference.com/boxscores/202502200NYK.html,Chicago Bulls,New York Knicks,Home,2
813,2025-02-20,Los Angeles Clippers,110,Milwaukee Bucks,116,MIL,LAC,https://www.basketball-reference.com/boxscores/202502200MIL.html,Los Angeles Clippers,Milwaukee Bucks,Home,6
814,2025-02-20,Charlotte Hornets,115,Denver Nuggets,129,DEN,CHO,https://www.basketball-reference.com/boxscores/202502200DEN.html,Charlotte Hornets,Denver Nuggets,Home,14
815,2025-02-20,Phoenix Suns,109,San Antonio Spurs,120,SAS,PHO,https://www.basketball-reference.com/boxscores/202502200SAS.html,Phoenix Suns,San Antonio Spurs,Home,11
816,2025-02-20,Los Angeles Lakers,110,Portland Trail Blazers,102,POR,LAL,https://www.basketball-reference.com/boxscores/202502200POR.html,Los Angeles Lakers,Portland Trail Blazers,Away,-8
817,2025-02-21,New York Knicks,105,Cleveland Cavaliers,142,CLE,NYK,https://www.basketball-reference.com/boxscores/202502210CLE.html,Cleveland Cavaliers,New York Knicks,Home,37
818,2025-02-21,Memphis Grizzlies,105,Orlando Magic,104,ORL,MEM,https://www.basketball-reference.com/boxscores/202502210ORL.html,Memphis Grizzlies,Orlando Magic,Away,-1
819,2025-02-21,Milwaukee Bucks,104,Washington Wizards,101,WAS,MIL,https://www.basketball-reference.com/boxscores/202502210WAS.html,Milwaukee Bucks,Washington Wizards,Away,-3
820,2025-02-21,Miami Heat,120,Toronto Raptors,111,TOR,MIA,https://www.basketball-reference.com/boxscores/202502210TOR.html,Miami Heat,Toronto Raptors,Away,-9
821,2025-02-21,New Orleans Pelicans,103,Dallas Mavericks,111,DAL,NOP,https://www.basketball-reference.com/boxscores/202502210DAL.html,Dallas Mavericks,New Orleans Pelicans,Home,8
822,2025-02-21,Detroit Pistons,125,San Antonio Spurs,110,SAS,DET,https://www.basketball-reference.com/boxscores/202502210SAS.html,Detroit Pistons,San Antonio Spurs,Away,-15
